,word,transcript,freq,corr
577,"['в', 'о', 'л', 'к']","['v', 'o0', 'l', 'k']",5342,"[('в', 'v'), ('о', 'o0'), ('л', 'l'), ('к', 'k')]"
578,"['к', 'р', 'и', 'к']","['k', ""r'"", 'i0', 'k']",5241,"[('к', 'k'), ('р', ""r'""), ('и', 'i0'), ('к', 'k')]"
579,"['л', 'е', 'д']","[""l'"", 'e0', 't']",5241,"[('л', ""l'""), ('е', 'e0'), ('д', 't')]"
580,"['в', 'с', 'е']","['f', ""s'"", 'e0']",5241,"[('в', 'f'), ('с', ""s'""), ('е', 'e0')]"
581,"['д', 'а', 'т', 'ь']","['d', 'a0', ""t'""]",5141,"[('д', 'd'), ('а', 'a0'), ('т', ""t'""), ('ь', '-')]"
582,"['л', 'ь', 'в', 'а']","[""l'"", 'v', 'a0']",5141,"[('л', ""l'""), ('ь', '-'), ('в', 'v'), ('а', 'a0')]"
583,"['з', 'в', 'а', 'л']","['z', 'v', 'a0', 'l']",5141,"[('з', 'z'), ('в', 'v'), ('а', 'a0'), ('л', 'l')]"
584,"['х', 'р', 'а', 'м']","['h', 'r', 'a0', 'm']",5141,"[('х', 'h'), ('р', 'r'), ('а', 'a0'), ('м', 'm')]"
585,"['к', 'а', 'р', 'л']","['k', 'a0', 'r', 'l']",5141,"[('к', 'k'), ('а', 'a0'), ('р', 'r'), ('л', 'l')]"
586,"['а', 'ж']","['a0', 'sh']",5141,"[('а', 'a0'), ('ж', 'sh')]"
587,"['и', 'х']","['i0', 'h']",5141,"[('и', 'i0'), ('х', 'h')]"
588,"['в', 'к', 'у', 'с']","['f', 'k', 'u0', 's']",5040,"[('в', 'f'), ('к', 'k'), ('у', 'u0'), ('с', 's')]"
589,"['ж', 'д', 'а', 'л']","['zh', 'd', 'a0', 'l']",5040,"[('ж', 'zh'), ('д', 'd'), ('а', 'a0'), ('л', 'l')]"
590,"['л', 'б', 'у']","['l', 'b', 'u0']",5040,"[('л', 'l'), ('б', 'b'), ('у', 'u0')]"
591,"['с', 'д', 'а', 'л']","['z', 'd', 'a0', 'l']",5040,"[('с', 'z'), ('д', 'd'), ('а', 'a0'), ('л', 'l')]"
592,"['с', 'п', 'я', 'т']","['s', ""p'"", 'a0', 't']",5040,"[('с', 's'), ('п', ""p'""), ('я', 'a0'), ('т', 't')]"
593,"['в', 'е', 'р', 'х']","[""v'"", 'e0', 'r', 'h']",5040,"[('в', ""v'""), ('е', 'e0'), ('р', 'r'), ('х', 'h')]"
594,"['в', 'п', 'р', 'я', 'м', 'ь']","['f', 'p', ""r'"", 'a0', ""m'""]",5040,"[('в', 'f'), ('п', 'p'), ('р', ""r'""), ('я', 'a0'), ('м', ""m'""), ('ь', '-')]"
595,"['ж', 'д', 'у', 'т']","['zh', 'd', 'u0', 't']",5040,"[('ж', 'zh'), ('д', 'd'), ('у', 'u0'), ('т', 't')]"
596,"['р', 'и', 'с']","[""r'"", 'i0', 's']",5040,"[('р', ""r'""), ('и', 'i0'), ('с', 's')]"
597,"['к', 'т', 'о']","['k', 't', 'o0']",5040,"[('к', 'k'), ('т', 't'), ('о', 'o0')]"
598,"['с', 'э', 'р']","['s', 'e0', 'r']",5040,"[('с', 's'), ('э', 'e0'), ('р', 'r')]"
599,"['з', 'в', 'о', 'н']","['z', 'v', 'o0', 'n']",4939,"[('з', 'z'), ('в', 'v'), ('о', 'o0'), ('н', 'n')]"
600,"['с', 'е', 'м']","[""s'"", 'e0', 'm']",4939,"[('с', ""s'""), ('е', 'e0'), ('м', 'm')]"
601,"['ц', 'е', 'п', 'ь']","['c', 'e0', ""p'""]",4939,"[('ц', 'c'), ('е', 'e0'), ('п', ""p'""), ('ь', '-')]"
602,"['в', 'з', 'д', 'о', 'р']","['v', 'z', 'd', 'o0', 'r']",4939,"[('в', 'v'), ('з', 'z'), ('д', 'd'), ('о', 'o0'), ('р', 'r')]"
603,"['р', 'у', 'б', 'л', 'ь']","['r', 'u0', 'b', ""l'""]",4939,"[('р', 'r'), ('у', 'u0'), ('б', 'b'), ('л', ""l'""), ('ь', '-')]"
604,"['п', 'о', 'л', 'к']","['p', 'o0', 'l', 'k']",4939,"[('п', 'p'), ('о', 'o0'), ('л', 'l'), ('к', 'k')]"
605,"['л', 'ж', 'и']","['l', 'zh', 'y0']",4838,"[('л', 'l'), ('ж', 'zh'), ('и', 'y0')]"
606,"['с', 'б', 'о', 'р']","['z', 'b', 'o0', 'r']",4838,"[('с', 'z'), ('б', 'b'), ('о', 'o0'), ('р', 'r')]"
607,"['л', 'ь', 'д', 'а']","[""l'"", 'd', 'a0']",4838,"[('л', ""l'""), ('ь', '-'), ('д', 'd'), ('а', 'a0')]"
608,"['д', 'а', 'р']","['d', 'a0', 'r']",4838,"[('д', 'd'), ('а', 'a0'), ('р', 'r')]"
609,"['с', 'т', 'р', 'о', 'к']","['s', 't', 'r', 'o0', 'k']",4838,"[('с', 's'), ('т', 't'), ('р', 'r'), ('о', 'o0'), ('к', 'k')]"
610,"['в', 'е', 'с']","[""v'"", 'e0', 's']",4838,"[('в', ""v'""), ('е', 'e0'), ('с', 's')]"
611,"['е', 'с', 'т', 'ь']","['j', 'e0', ""s'"", ""t'""]",4838,"[('е', 'je0'), ('с', ""s'""), ('т', ""t'""), ('ь', '-')]"
612,"['с', 'д', 'а', 'т', 'ь']","['z', 'd', 'a0', ""t'""]",4737,"[('с', 'z'), ('д', 'd'), ('а', 'a0'), ('т', ""t'""), ('ь', '-')]"
613,"['с', 'ъ', 'е', 'л']","['s', 'j', 'e0', 'l']",4737,"[('с', 's'), ('ъ', '-'), ('е', 'je0'), ('л', 'l')]"
614,"['с', 'ё', 'м']","[""s'"", 'o0', 'm']",4737,"[('с', ""s'""), ('ё', 'o0'), ('м', 'm')]"
615,"['к', 'р', 'а', 'й']","['k', 'r', 'a0', 'j']",4737,"[('к', 'k'), ('р', 'r'), ('а', 'a0'), ('й', 'j')]"
616,"['г', 'у', 'л']","['g', 'u0', 'l']",4637,"[('г', 'g'), ('у', 'u0'), ('л', 'l')]"
617,"['в', 'з', 'я', 'т']","['v', ""z'"", 'a0', 't']",4637,"[('в', 'v'), ('з', ""z'""), ('я', 'a0'), ('т', 't')]"
618,"['г', 'р', 'е', 'х']","['g', ""r'"", 'e0', 'h']",4637,"[('г', 'g'), ('р', ""r'""), ('е', 'e0'), ('х', 'h')]"
619,"['п', 'а', 'р']","['p', 'a0', 'r']",4637,"[('п', 'p'), ('а', 'a0'), ('р', 'r')]"
620,"['р', 'т', 'о', 'м']","['r', 't', 'o0', 'm']",4637,"[('р', 'r'), ('т', 't'), ('о', 'o0'), ('м', 'm')]"
621,"['с', 'е', 'т', 'ь']","[""s'"", 'e0', ""t'""]",4637,"[('с', ""s'""), ('е', 'e0'), ('т', ""t'""), ('ь', '-')]"
622,"['х', 'а']","['h', 'a0']",4637,"[('х', 'h'), ('а', 'a0')]"
623,"['х', 'о', 'р']","['h', 'o0', 'r']",4637,"[('х', 'h'), ('о', 'o0'), ('р', 'r')]"
624,"['б', 'р', 'а', 'к']","['b', 'r', 'a0', 'k']",4637,"[('б', 'b'), ('р', 'r'), ('а', 'a0'), ('к', 'k')]"
625,"['ф', 'л', 'о', 'т']","['f', 'l', 'o0', 't']",4637,"[('ф', 'f'), ('л', 'l'), ('о', 'o0'), ('т', 't')]"
626,"['н', 'е', 'т']","[""n'"", 'e0', 't']",4637,"[('н', ""n'""), ('е', 'e0'), ('т', 't')]"
627,"['в', 'о', 'д']","['v', 'o0', 't']",4536,"[('в', 'v'), ('о', 'o0'), ('д', 't')]"
628,"['д', 'н', 'ю']","[""d'"", ""n'"", 'u0']",4536,"[('д', ""d'""), ('н', ""n'""), ('ю', 'u0')]"
629,"['н', 'ё', 'с']","[""n'"", 'o0', 's']",4536,"[('н', ""n'""), ('ё', 'o0'), ('с', 's')]"
630,"['к', 'е', 'м']","[""k'"", 'e0', 'm']",4536,"[('к', ""k'""), ('е', 'e0'), ('м', 'm')]"
631,"['р', 'о', 'т']","['r', 'o0', 't']",4536,"[('р', 'r'), ('о', 'o0'), ('т', 't')]"
632,"['р', 'т', 'у']","['r', 't', 'u0']",4536,"[('р', 'r'), ('т', 't'), ('у', 'u0')]"
633,"['т', 'р', 'ё', 'х']","['t', ""r'"", 'o0', 'h']",4536,"[('т', 't'), ('р', ""r'""), ('ё', 'o0'), ('х', 'h')]"
634,"['ч', 'е', 'й']","['ch', 'e0', 'j']",4536,"[('ч', 'ch'), ('е', 'e0'), ('й', 'j')]"
635,"['г', 'р', 'о', 'м']","['g', 'r', 'o0', 'm']",4536,"[('г', 'g'), ('р', 'r'), ('о', 'o0'), ('м', 'm')]"
636,"['п', 'у', 'н', 'к', 'т']","['p', 'u0', 'n', 'k', 't']",4536,"[('п', 'p'), ('у', 'u0'), ('н', 'n'), ('к', 'k'), ('т', 't')]"
637,"['т', 'р', 'ё', 'м']","['t', ""r'"", 'o0', 'm']",4536,"[('т', 't'), ('р', ""r'""), ('ё', 'o0'), ('м', 'm')]"
638,"['в', 'о', 'й', 'н']","['v', 'o0', 'j', 'n']",4536,"[('в', 'v'), ('о', 'o0'), ('й', 'j'), ('н', 'n')]"
639,"['к', 'у', 'р', 'с']","['k', 'u0', 'r', 's']",4536,"[('к', 'k'), ('у', 'u0'), ('р', 'r'), ('с', 's')]"
640,"['н', 'а']","['n', 'a0']",4536,"[('н', 'n'), ('а', 'a0')]"
641,"['л', 'и', 'ц']","[""l'"", 'i0', 'c']",4536,"[('л', ""l'""), ('и', 'i0'), ('ц', 'c')]"
642,"['г', 'а', 'з']","['g', 'a0', 's']",4435,"[('г', 'g'), ('а', 'a0'), ('з', 's')]"
643,"['з', 'в', 'у', 'к']","['z', 'v', 'u0', 'k']",4435,"[('з', 'z'), ('в', 'v'), ('у', 'u0'), ('к', 'k')]"
644,"['к', 'л', 'у', 'б']","['k', 'l', 'u0', 'p']",4435,"[('к', 'k'), ('л', 'l'), ('у', 'u0'), ('б', 'p')]"
645,"['р', 'е', 'к']","[""r'"", 'e0', 'k']",4435,"[('р', ""r'""), ('е', 'e0'), ('к', 'k')]"
646,"['р', 'о', 'д']","['r', 'o0', 't']",4435,"[('р', 'r'), ('о', 'o0'), ('д', 't')]"
647,"['с', 'м', 'е', 'х']","['s', ""m'"", 'e0', 'h']",4435,"[('с', 's'), ('м', ""m'""), ('е', 'e0'), ('х', 'h')]"
648,"['т', 'е', 'н', 'ь']","[""t'"", 'e0', ""n'""]",4435,"[('т', ""t'""), ('е', 'e0'), ('н', ""n'""), ('ь', '-')]"
649,"['ч', 'ь', 'я']","['ch', 'j', 'a0']",4435,"[('ч', 'ch'), ('ь', '-'), ('я', 'ja0')]"
650,"['е', 'с', 'т', 'ь']","['j', 'e0', ""s'"", ""t'""]",4435,"[('е', 'je0'), ('с', ""s'""), ('т', ""t'""), ('ь', '-')]"
651,"['ж', 'д', 'у']","['zh', 'd', 'u0']",4435,"[('ж', 'zh'), ('д', 'd'), ('у', 'u0')]"
652,"['п', 'ё', 'с']","[""p'"", 'o0', 's']",4435,"[('п', ""p'""), ('ё', 'o0'), ('с', 's')]"
653,"['п', 'ь', 'е', 'т']","[""p'"", 'j', 'e0', 't']",4435,"[('п', ""p'""), ('ь', '-'), ('е', 'je0'), ('т', 't')]"
654,"['б', 'а', 'н', 'к']","['b', 'a0', 'n', 'k']",4435,"[('б', 'b'), ('а', 'a0'), ('н', 'n'), ('к', 'k')]"
655,"['т', 'ь', 'м', 'е']","[""t'"", ""m'"", 'e0']",4435,"[('т', ""t'""), ('ь', '-'), ('м', ""m'""), ('е', 'e0')]"
656,"['п', 'а', 'н']","['p', 'a0', 'n']",4435,"[('п', 'p'), ('а', 'a0'), ('н', 'n')]"
657,"['в', 'к', 'у', 'с']","['f', 'k', 'u0', 's']",4334,"[('в', 'f'), ('к', 'k'), ('у', 'u0'), ('с', 's')]"
658,"['д', 'а', 'м']","['d', 'a0', 'm']",4334,"[('д', 'd'), ('а', 'a0'), ('м', 'm')]"
659,"['к', 'л', 'ю', 'ч']","['k', ""l'"", 'u0', 'ch']",4334,"[('к', 'k'), ('л', ""l'""), ('ю', 'u0'), ('ч', 'ch')]"
660,"['л', 'е', 'ч', 'ь']","[""l'"", 'e0', 'ch']",4334,"[('л', ""l'""), ('е', 'e0'), ('ч', 'ch'), ('ь', '-')]"
661,"['п', 'ь', 'я', 'н']","[""p'"", 'j', 'a0', 'n']",4334,"[('п', ""p'""), ('ь', '-'), ('я', 'ja0'), ('н', 'n')]"
662,"['к', 'о', 'т']","['k', 'o0', 't']",4334,"[('к', 'k'), ('о', 'o0'), ('т', 't')]"
663,"['а', 'к', 'т']","['a0', 'k', 't']",4334,"[('а', 'a0'), ('к', 'k'), ('т', 't')]"
664,"['н', 'и', 'х']","[""n'"", 'i0', 'h']",4334,"[('н', ""n'""), ('и', 'i0'), ('х', 'h')]"
665,"['с', 'а', 'м']","['s', 'a0', 'm']",4334,"[('с', 's'), ('а', 'a0'), ('м', 'm')]"
666,"['в', 'х', 'о', 'д']","['f', 'h', 'o0', 't']",4334,"[('в', 'f'), ('х', 'h'), ('о', 'o0'), ('д', 't')]"
667,"['л', 'а', 'д']","['l', 'a0', 't']",4233,"[('л', 'l'), ('а', 'a0'), ('д', 't')]"
668,"['п', 'р', 'о', 'с', 'т']","['p', 'r', 'o0', 's', 't']",4233,"[('п', 'p'), ('р', 'r'), ('о', 'o0'), ('с', 's'), ('т', 't')]"
669,"['п', 'ь', 'ю', 'т']","[""p'"", 'j', 'u0', 't']",4233,"[('п', ""p'""), ('ь', '-'), ('ю', 'ju0'), ('т', 't')]"
670,"['т', 'о', 'м']","['t', 'o0', 'm']",4233,"[('т', 't'), ('о', 'o0'), ('м', 'm')]"
671,"['ш', 'е', 'ф']","['sh', 'e0', 'f']",4233,"[('ш', 'sh'), ('е', 'e0'), ('ф', 'f')]"
672,"['в', 'р', 'ё', 'ш', 'ь']","['v', ""r'"", 'o0', 'sh']",4133,"[('в', 'v'), ('р', ""r'""), ('ё', 'o0'), ('ш', 'sh'), ('ь', '-')]"
673,"['п', 'и', 'л']","[""p'"", 'i0', 'l']",4133,"[('п', ""p'""), ('и', 'i0'), ('л', 'l')]"
674,"['с', 'ч', 'ё', 'л']","['sc', 'ch', 'o0', 'l']",4133,"[('с', 'sc'), ('ч', 'ch'), ('ё', 'o0'), ('л', 'l')]"
675,"['м', 'о', 'з', 'г']","['m', 'o0', 'z', 'k']",4133,"[('м', 'm'), ('о', 'o0'), ('з', 'z'), ('г', 'k')]"
676,"['с', 'т', 'е', 'п', 'ь']","[""s'"", ""t'"", 'e0', ""p'""]",4133,"[('с', ""s'""), ('т', ""t'""), ('е', 'e0'), ('п', ""p'""), ('ь', '-')]"
677,"['ф', 'о', 'н', 'д']","['f', 'o0', 'n', 't']",4133,"[('ф', 'f'), ('о', 'o0'), ('н', 'n'), ('д', 't')]"
678,"['п', 'о', 'п']","['p', 'o0', 'p']",4133,"[('п', 'p'), ('о', 'o0'), ('п', 'p')]"
679,"['ч', 'а', 'й']","['ch', 'a0', 'j']",4133,"[('ч', 'ch'), ('а', 'a0'), ('й', 'j')]"
680,"['г', 'л', 'е', 'б']","['g', ""l'"", 'e0', 'p']",4133,"[('г', 'g'), ('л', ""l'""), ('е', 'e0'), ('б', 'p')]"
681,"['ж', 'д', 'а', 'т', 'ь']","['zh', 'd', 'a0', ""t'""]",4032,"[('ж', 'zh'), ('д', 'd'), ('а', 'a0'), ('т', ""t'""), ('ь', '-')]"
682,"['к', 'л', 'у', 'б']","['k', 'l', 'u0', 'p']",4032,"[('к', 'k'), ('л', 'l'), ('у', 'u0'), ('б', 'p')]"
683,"['д', 'н', 'е']","[""d'"", ""n'"", 'e0']",4032,"[('д', ""d'""), ('н', ""n'""), ('е', 'e0')]"
684,"['с', 'л', 'о', 'й']","['s', 'l', 'o0', 'j']",4032,"[('с', 's'), ('л', 'l'), ('о', 'o0'), ('й', 'j')]"
685,"['д', 'а', 'л', 'ь']","['d', 'a0', ""l'""]",4032,"[('д', 'd'), ('а', 'a0'), ('л', ""l'""), ('ь', '-')]"
686,"['л', 'ё', 'д']","[""l'"", 'o0', 't']",4032,"[('л', ""l'""), ('ё', 'o0'), ('д', 't')]"
687,"['в', 'с', 'е']","['f', ""s'"", 'e0']",4032,"[('в', 'f'), ('с', ""s'""), ('е', 'e0')]"
688,"['р', 'у', 'б']","['r', 'u0', 'p']",3931,"[('р', 'r'), ('у', 'u0'), ('б', 'p')]"
689,"['с', 'п', 'о', 'р']","['s', 'p', 'o0', 'r']",3931,"[('с', 's'), ('п', 'p'), ('о', 'o0'), ('р', 'r')]"
690,"['б', 'р', 'о', 'с', 'ь']","['b', 'r', 'o0', ""s'""]",3931,"[('б', 'b'), ('р', 'r'), ('о', 'o0'), ('с', ""s'""), ('ь', '-')]"
691,"['в', 'и', 'ш', 'ь']","[""v'"", 'i0', 'sh']",3931,"[('в', ""v'""), ('и', 'i0'), ('ш', 'sh'), ('ь', '-')]"
692,"['д', 'а', 'н']","['d', 'a0', 'n']",3931,"[('д', 'd'), ('а', 'a0'), ('н', 'n')]"
693,"['е', 'с', 'т']","['j', 'e0', 's', 't']",3931,"[('е', 'je0'), ('с', 's'), ('т', 't')]"
694,"['к', 'р', 'ы', 'м']","['k', 'r', 'y0', 'm']",3931,"[('к', 'k'), ('р', 'r'), ('ы', 'y0'), ('м', 'm')]"
695,"['с', 'у', 'т', 'ь']","['s', 'u0', ""t'""]",3931,"[('с', 's'), ('у', 'u0'), ('т', ""t'""), ('ь', '-')]"
696,"['с', 'л', 'а', 'б']","['s', 'l', 'a0', 'p']",3931,"[('с', 's'), ('л', 'l'), ('а', 'a0'), ('б', 'p')]"
697,['а'],['a0'],3931,"[('а', 'a0')]"
698,"['о', 'н']","['o0', 'n']",3931,"[('о', 'o0'), ('н', 'n')]"
699,"['ч', 'е', 'м']","['ch', 'e0', 'm']",3830,"[('ч', 'ch'), ('е', 'e0'), ('м', 'm')]"
700,"['с', 'т', 'е', 'п', 'ь']","[""s'"", ""t'"", 'e0', ""p'""]",3830,"[('с', ""s'""), ('т', ""t'""), ('е', 'e0'), ('п', ""p'""), ('ь', '-')]"
701,"['т', 'р', 'у', 'б']","['t', 'r', 'u0', 'p']",3830,"[('т', 't'), ('р', 'r'), ('у', 'u0'), ('б', 'p')]"
702,"['т', 'ь', 'м', 'у']","[""t'"", 'm', 'u0']",3830,"[('т', ""t'""), ('ь', '-'), ('м', 'm'), ('у', 'u0')]"
703,"['ц', 'е', 'п', 'ь']","['c', 'e0', ""p'""]",3830,"[('ц', 'c'), ('е', 'e0'), ('п', ""p'""), ('ь', '-')]"
704,"['ш', 'т', 'а', 'б']","['sh', 't', 'a0', 'p']",3830,"[('ш', 'sh'), ('т', 't'), ('а', 'a0'), ('б', 'p')]"
705,"['г', 'н', 'е', 'в']","['g', ""n'"", 'e0', 'f']",3830,"[('г', 'g'), ('н', ""n'""), ('е', 'e0'), ('в', 'f')]"
706,"['д', 'р', 'я', 'н', 'ь']","['d', ""r'"", 'a0', ""n'""]",3830,"[('д', 'd'), ('р', ""r'""), ('я', 'a0'), ('н', ""n'""), ('ь', '-')]"
707,"['м', 'о', 'з', 'г']","['m', 'o0', 'z', 'k']",3830,"[('м', 'm'), ('о', 'o0'), ('з', 'z'), ('г', 'k')]"
708,"['р', 'а', 'б']","['r', 'a0', 'p']",3830,"[('р', 'r'), ('а', 'a0'), ('б', 'p')]"
709,"['п', 'е', 'ч', 'ь']","[""p'"", 'e0', 'ch']",3830,"[('п', ""p'""), ('е', 'e0'), ('ч', 'ch'), ('ь', '-')]"
710,"['с', 'у', 'п']","['s', 'u0', 'p']",3830,"[('с', 's'), ('у', 'u0'), ('п', 'p')]"
711,"['в', 'с', 'ё']","['f', ""s'"", 'o0']",3830,"[('в', 'f'), ('с', ""s'""), ('ё', 'o0')]"
712,"['в', 'в', 'ё', 'л']","['v', ""v'"", 'o0', 'l']",3729,"[('в', 'v'), ('в', ""v'""), ('ё', 'o0'), ('л', 'l')]"
713,"['с', 'м', 'е', 'с', 'ь']","['s', ""m'"", 'e0', ""s'""]",3729,"[('с', 's'), ('м', ""m'""), ('е', 'e0'), ('с', ""s'""), ('ь', '-')]"
714,"['в', 'с', 'т', 'р', 'е', 'ч']","['f', 's', 't', ""r'"", 'e0', 'ch']",3729,"[('в', 'f'), ('с', 's'), ('т', 't'), ('р', ""r'""), ('е', 'e0'), ('ч', 'ch')]"
715,"['д', 'ж', 'о', 'н']","['d', 'zh', 'o0', 'n']",3729,"[('д', 'd'), ('ж', 'zh'), ('о', 'o0'), ('н', 'n')]"
716,"['т', 'р', 'у', 'п']","['t', 'r', 'u0', 'p']",3729,"[('т', 't'), ('р', 'r'), ('у', 'u0'), ('п', 'p')]"
717,"['ш', 'т', 'а', 'б']","['sh', 't', 'a0', 'p']",3729,"[('ш', 'sh'), ('т', 't'), ('а', 'a0'), ('б', 'p')]"
718,"['н', 'а', 'м']","['n', 'a0', 'm']",3729,"[('н', 'n'), ('а', 'a0'), ('м', 'm')]"
719,"['п', 'ь', 'е', 'р']","[""p'"", 'j', 'e0', 'r']",3729,"[('п', ""p'""), ('ь', '-'), ('е', 'je0'), ('р', 'r')]"
720,"['б', 'ь', 'ю', 'т']","[""b'"", 'j', 'u0', 't']",3629,"[('б', ""b'""), ('ь', '-'), ('ю', 'ju0'), ('т', 't')]"
721,"['ж', 'д', 'у']","['zh', 'd', 'u0']",3629,"[('ж', 'zh'), ('д', 'd'), ('у', 'u0')]"
722,"['и', 'л', 'ь']","['i0', ""l'""]",3629,"[('и', 'i0'), ('л', ""l'""), ('ь', '-')]"
723,"['с', 'п', 'а', 'с']","['s', 'p', 'a0', 's']",3629,"[('с', 's'), ('п', 'p'), ('а', 'a0'), ('с', 's')]"
724,"['ф', 'р', 'а', 'з']","['f', 'r', 'a0', 's']",3629,"[('ф', 'f'), ('р', 'r'), ('а', 'a0'), ('з', 's')]"
725,"['п', 'о', 'л']","['p', 'o0', 'l']",3629,"[('п', 'p'), ('о', 'o0'), ('л', 'l')]"
726,"['т', 'р', 'у', 'п']","['t', 'r', 'u0', 'p']",3629,"[('т', 't'), ('р', 'r'), ('у', 'u0'), ('п', 'p')]"
727,"['в', 'а', 'м']","['v', 'a0', 'm']",3629,"[('в', 'v'), ('а', 'a0'), ('м', 'm')]"
728,"['т', 'о', 'м']","['t', 'o0', 'm']",3629,"[('т', 't'), ('о', 'o0'), ('м', 'm')]"
729,"['в', 'о', 'р']","['v', 'o0', 'r']",3528,"[('в', 'v'), ('о', 'o0'), ('р', 'r')]"
730,"['д', 'а', 'й']","['d', 'a0', 'j']",3528,"[('д', 'd'), ('а', 'a0'), ('й', 'j')]"
731,"['ж', 'е', 'р', 'т', 'в']","['zh', 'e0', 'r', 't', 'f']",3528,"[('ж', 'zh'), ('е', 'e0'), ('р', 'r'), ('т', 't'), ('в', 'f')]"
732,"['б', 'и', 'л']","[""b'"", 'i0', 'l']",3528,"[('б', ""b'""), ('и', 'i0'), ('л', 'l')]"
733,"['м', 'и', 'л', 'ь']","[""m'"", 'i0', ""l'""]",3528,"[('м', ""m'""), ('и', 'i0'), ('л', ""l'""), ('ь', '-')]"
734,"['б', 'л', 'о', 'к']","['b', 'l', 'o0', 'k']",3528,"[('б', 'b'), ('л', 'l'), ('о', 'o0'), ('к', 'k')]"
735,"['в', 'д', 'а', 'л', 'ь']","['v', 'd', 'a0', ""l'""]",3427,"[('в', 'v'), ('д', 'd'), ('а', 'a0'), ('л', ""l'""), ('ь', '-')]"
736,"['в', 'з', 'а', 'д']","['v', 'z', 'a0', 't']",3427,"[('в', 'v'), ('з', 'z'), ('а', 'a0'), ('д', 't')]"
737,"['ж', 'д', 'у', 'т']","['zh', 'd', 'u0', 't']",3427,"[('ж', 'zh'), ('д', 'd'), ('у', 'u0'), ('т', 't')]"
738,"['з', 'я', 'т', 'ь']","[""z'"", 'a0', ""t'""]",3427,"[('з', ""z'""), ('я', 'a0'), ('т', ""t'""), ('ь', '-')]"
739,"['с', 'о', 'л', 'ь']","['s', 'o0', ""l'""]",3427,"[('с', 's'), ('о', 'o0'), ('л', ""l'""), ('ь', '-')]"
740,"['р', 'у', 'с', 'ь']","['r', 'u0', ""s'""]",3427,"[('р', 'r'), ('у', 'u0'), ('с', ""s'""), ('ь', '-')]"
741,"['в', 'е', 'с']","[""v'"", 'e0', 's']",3326,"[('в', ""v'""), ('е', 'e0'), ('с', 's')]"
742,"['в', 'н', 'ё', 'с']","['v', ""n'"", 'o0', 's']",3326,"[('в', 'v'), ('н', ""n'""), ('ё', 'o0'), ('с', 's')]"
743,"['в', 'р', 'ё', 'т']","['v', ""r'"", 'o0', 't']",3326,"[('в', 'v'), ('р', ""r'""), ('ё', 'o0'), ('т', 't')]"
744,"['в', 'р', 'е', 'д']","['v', ""r'"", 'e0', 't']",3326,"[('в', 'v'), ('р', ""r'""), ('е', 'e0'), ('д', 't')]"
745,"['ж', 'а', 'р']","['zh', 'a0', 'r']",3326,"[('ж', 'zh'), ('а', 'a0'), ('р', 'r')]"
746,"['н', 'е']","[""n'"", 'e0']",3326,"[('н', ""n'""), ('е', 'e0')]"
747,"['п', 'ь', 'ё', 'т']","[""p'"", 'j', 'o0', 't']",3326,"[('п', ""p'""), ('ь', '-'), ('ё', 'jo0'), ('т', 't')]"
748,"['п', 'о', 'т']","['p', 'o0', 't']",3326,"[('п', 'p'), ('о', 'o0'), ('т', 't')]"
749,"['с', 'п', 'о', 'р', 'т']","['s', 'p', 'o0', 'r', 't']",3326,"[('с', 's'), ('п', 'p'), ('о', 'o0'), ('р', 'r'), ('т', 't')]"
750,"['с', 'т', 'р', 'а', 'с', 'т', 'ь']","['s', 't', 'r', 'a0', ""s'"", ""t'""]",3326,"[('с', 's'), ('т', 't'), ('р', 'r'), ('а', 'a0'), ('с', ""s'""), ('т', ""t'""), ('ь', '-')]"
751,"['в', 'р', 'а', 'т', 'ь']","['v', 'r', 'a0', ""t'""]",3326,"[('в', 'v'), ('р', 'r'), ('а', 'a0'), ('т', ""t'""), ('ь', '-')]"
752,"['н', 'о', 'ж']","['n', 'o0', 'sh']",3326,"[('н', 'n'), ('о', 'o0'), ('ж', 'sh')]"
753,"['р', 'ы', 'б']","['r', 'y0', 'p']",3326,"[('р', 'r'), ('ы', 'y0'), ('б', 'p')]"
754,"['т', 'ь', 'ф', 'у']","[""t'"", 'f', 'u0']",3326,"[('т', ""t'""), ('ь', '-'), ('ф', 'f'), ('у', 'u0')]"
755,"['т', 'е', 'м']","[""t'"", 'e0', 'm']",3326,"[('т', ""t'""), ('е', 'e0'), ('м', 'm')]"
756,"['е', 'й']","['j', 'e0', 'j']",3326,"[('е', 'je0'), ('й', 'j')]"
757,"['с', 'т', 'р', 'о', 'й']","['s', 't', 'r', 'o0', 'j']",3326,"[('с', 's'), ('т', 't'), ('р', 'r'), ('о', 'o0'), ('й', 'j')]"
758,"['б', 'р', 'а', 'к']","['b', 'r', 'a0', 'k']",3225,"[('б', 'b'), ('р', 'r'), ('а', 'a0'), ('к', 'k')]"
759,"['б', 'р', 'е', 'д']","['b', ""r'"", 'e0', 't']",3225,"[('б', 'b'), ('р', ""r'""), ('е', 'e0'), ('д', 't')]"
760,"['г', 'а', 'з']","['g', 'a0', 's']",3225,"[('г', 'g'), ('а', 'a0'), ('з', 's')]"
761,"['г', 'н', 'е', 'в']","['g', ""n'"", 'e0', 'f']",3225,"[('г', 'g'), ('н', ""n'""), ('е', 'e0'), ('в', 'f')]"
762,"['д', 'а', 'в']","['d', 'a0', 'f']",3225,"[('д', 'd'), ('а', 'a0'), ('в', 'f')]"
