word,pos,grapheme,phoneme_real,freq
принадлежностью,2,р,r',3
принадлежностью,3,и,i,3
принадлежностью,4,н,n,3
принадлежностью,5,а,a,3
принадлежностью,6,д,d,3
принадлежностью,7,л,l',3
принадлежностью,8,е,e,3
принадлежностью,9,ж,zh,3
принадлежностью,10,н,n,3
принадлежностью,11,о,a,3
принадлежностью,12,с,s',3
принадлежностью,13,т,t',3
принадлежностью,14,ь,-,3
принадлежностью,15,ю,ju,3
принес,1,п,p,6
принес,2,р,r',6
принес,3,и,i,6
принес,4,н,n',6
принес,5,е,o,6
принес,6,с,s,6
принесет,1,п,p,13
принесет,2,р,r',13
принесет,3,и,i,13
принесет,4,н,n',13
принесет,5,е,i,13
принесет,6,с,s',13
принесет,7,е,o,13
принесет,8,т,t,13
принимает,1,п,p,5
принимает,2,р,r',5
принимает,3,и,i,5
принимает,4,н,n',5
принимает,5,и,i,5
принимает,6,м,m,5
принимает,7,а,a,5
принимает,8,е,ji,5
принимает,9,т,t,5
принимала,1,п,p,8
принимала,2,р,r',8
принимала,3,и,i,8
принимала,4,н,n',8
принимала,5,и,i,8
принимала,6,м,m,8
принимала,7,а,a,8
принимала,8,л,l,8
принимала,9,а,a,8
принимали,1,п,p,8
принимали,2,р,r',8
принимали,3,и,i,8
принимали,4,н,n',8
принимали,5,и,i,8
принимали,6,м,m,8
принимали,7,а,a,8
принимали,8,л,l',8
принимали,9,и,i,8
принимать,1,п,p,3
принимать,2,р,r',3
принимать,3,и,i,3
принимать,4,н,n',3
принимать,5,и,i,3
принимать,6,м,m,3
принимать,7,а,a,3
принимать,8,т,t',3
принимать,9,ь,-,3
приносит,1,п,p,9
приносит,2,р,r',9
приносит,3,и,i,9
приносит,4,н,n,9
приносит,5,о,o,9
приносит,6,с,s',9
приносит,7,и,i,9
приносит,8,т,t,9
приносят,1,п,p,8
приносят,2,р,r',8
приносят,3,и,i,8
приносят,4,н,n,8
приносят,5,о,o,8
приносят,6,с,s',8
приносят,7,я,i,8
приносят,8,т,t,8
принял,1,п,p,5
принял,2,р,r',5
принял,3,и,i,5
принял,4,н,n',5
принял,5,я,i,5
принял,6,л,l,5
принято,1,п,p,5
принято,2,р,r',5
принято,3,и,i,5
принято,4,н,n',5
принято,5,я,i,5
принято,6,т,t,5
принято,7,о,a,5
принять,1,п,p,13
принять,2,р,r',13
принять,3,и,i,13
принять,4,н,n',13
принять,5,я,a,13
принять,6,т,t',13
принять,7,ь,-,13
приобщился,1,п,p,3
приобщился,2,р,r',3
приобщился,3,и,i,3
приобщился,4,о,a,3
приобщился,5,б,p,3
приобщился,6,щ,sc,3
приобщился,7,и,i,3
приобщился,8,л,l,3
приобщился,9,с,s',3
приобщился,10,я,a,3
припадком,1,п,p,1
припадком,2,р,r',1
припадком,3,и,i,1
припадком,4,п,p,1
припадком,5,а,a,1
припадком,6,д,t,1
припадком,7,к,k,1
припадком,8,о,a,1
припадком,9,м,m,1
присаживалась,1,п,p,8
присаживалась,2,р,r',8
присаживалась,3,и,i,8
присаживалась,4,с,s,8
присаживалась,5,а,a,8
присаживалась,6,ж,zh,8
присаживалась,7,и,y,8
присаживалась,8,в,v,8
присаживалась,9,а,a,8
присаживалась,10,л,l,8
присаживалась,11,а,a,8
присаживалась,12,с,s',8
присаживалась,13,ь,-,8
присела,1,п,p,3
присела,2,р,r',3
присела,3,и,i,3
присела,4,с,s',3
присела,5,е,e,3
присела,6,л,l,3
присела,7,а,a,3
прислушались,1,п,p,8
прислушались,2,р,r',8
прислушались,3,и,i,8
прислушались,4,с,s,8
прислушались,5,л,l,8
прислушались,6,у,u,8
прислушались,7,ш,sh,8
прислушались,8,а,a,8
прислушались,9,л,l',8
прислушались,10,и,i,8
прислушались,11,с,s',8
прислушались,12,ь,-,8
прислушивалась,1,п,p,8
прислушивалась,2,р,r',8
прислушивалась,3,и,i,8
прислушивалась,4,с,s,8
прислушивалась,5,л,l,8
прислушивалась,6,у,u,8
прислушивалась,7,ш,sh,8
прислушивалась,8,и,y,8
прислушивалась,9,в,v,8
прислушивалась,10,а,a,8
прислушивалась,11,л,l,8
прислушивалась,12,а,a,8
прислушивалась,13,с,s',8
прислушивалась,14,ь,-,8
прислушивались,1,п,p,8
прислушивались,2,р,r',8
прислушивались,3,и,i,8
прислушивались,4,с,s,8
прислушивались,5,л,l,8
прислушивались,6,у,u,8
прислушивались,7,ш,sh,8
прислушивались,8,и,y,8
прислушивались,9,в,v,8
прислушивались,10,а,a,8
прислушивались,11,л,l',8
прислушивались,12,и,i,8
прислушивались,13,с,s',8
прислушивались,14,ь,-,8
присматриваться,1,п,p,3
присматриваться,2,р,r',3
присматриваться,3,и,i,3
присматриваться,4,с,s,3
присматриваться,5,м,m,3
присматриваться,6,а,a,3
присматриваться,7,т,t,3
присматриваться,8,р,r',3
присматриваться,9,и,i,3
присматриваться,10,в,v,3
присматриваться,11,а,a,3
присматриваться,12,т,-,3
присматриваться,13,ь,-,3
присматриваться,14,с,c,3
присматриваться,15,я,a,3
присмотритесь,1,п,p,3
присмотритесь,2,р,r',3
присмотритесь,3,и,i,3
присмотритесь,4,с,s,3
присмотритесь,5,м,m,3
присмотритесь,6,о,a,3
присмотритесь,7,т,t,3
присмотритесь,8,р,r',3
присмотритесь,9,и,i,3
присмотритесь,10,т,t',3
присмотритесь,11,е,i,3
присмотритесь,12,с,s',3
присмотритесь,13,ь,-,3
пристаёт,1,п,p,3
пристаёт,2,р,r',3
пристаёт,3,и,i,3
пристаёт,4,с,s,3
пристаёт,5,т,t,3
пристаёт,6,а,a,3
пристаёт,7,ё,jo,3
пристаёт,8,т,t,3
пристально,1,п,p,7
пристально,2,р,r',7
пристально,3,и,i,7
пристально,4,с,s,7
пристально,5,т,t,7
пристально,6,а,a,7
пристально,7,л,l',7
пристально,8,ь,-,7
пристально,9,н,n,7
пристально,10,о,a,7
приступы,1,п,p,8
приступы,2,р,r',8
приступы,3,и,i,8
приступы,4,с,s,8
приступы,5,т,t,8
приступы,6,у,u,8
приступы,7,п,p,8
приступы,8,ы,y,8
присутствии,1,п,p,8
присутствии,2,р,r',8
присутствии,3,и,i,8
присутствии,4,с,s,8
присутствии,5,у,u,8
присутствии,6,т,-,8
присутствии,7,с,c,8
присутствии,8,т,t,8
присутствии,9,в,v',8
присутствии,10,и,i,8
присутствии,11,и,i,8
притаясь,1,п,p,8
притаясь,2,р,r',8
притаясь,3,и,i,8
притаясь,4,т,t,8
притаясь,5,а,a,8
притаясь,6,я,ja,8
притаясь,7,с,s',8
притаясь,8,ь,-,8
притихли,1,п,p,3
притихли,2,р,r',3
притихли,3,и,i,3
притихли,4,т,t',3
притихли,5,и,i,3
притихли,6,х,h,3
притихли,7,л,l',3
притихли,8,и,i,3
притянул,1,п,p,3
притянул,2,р,r',3
притянул,3,и,i,3
притянул,4,т,t',3
притянул,5,я,i,3
притянул,6,н,n,3
притянул,7,у,u,3
притянул,8,л,l,3
прихватывали,1,п,p,3
прихватывали,2,р,r',3
прихватывали,3,и,i,3
прихватывали,4,х,h,3
прихватывали,5,в,v,3
прихватывали,6,а,a,3
прихватывали,7,т,t,3
прихватывали,8,ы,y,3
прихватывали,9,в,v,3
прихватывали,10,а,a,3
прихватывали,11,л,l',3
прихватывали,12,и,i,3
приходил,1,п,p,9
приходил,2,р,r',9
приходил,3,и,i,9
приходил,4,х,h,9
приходил,5,о,a,9
приходил,6,д,d',9
приходил,7,и,i,9
приходил,8,л,l,9
приходила,1,п,p,8
приходила,2,р,r',8
приходила,3,и,i,8
приходила,4,х,h,8
приходила,5,о,a,8
приходила,6,д,d',8
приходила,7,и,i,8
приходила,8,л,l,8
приходила,9,а,a,8
приходили,1,п,p,6
приходили,2,р,r',6
приходили,3,и,i,6
приходили,4,х,h,6
приходили,5,о,a,6
приходили,6,д,d',6
приходили,7,и,i,6
приходили,8,л,l',6
приходили,9,и,i,6
приходило,1,п,p,3
приходило,2,р,r',3
приходило,3,и,i,3
приходило,4,х,h,3
приходило,5,о,a,3
приходило,6,д,d',3
приходило,7,и,i,3
приходило,8,л,l,3
приходило,9,о,a,3
приходилось,1,п,p,8
приходилось,2,р,r',8
приходилось,3,и,i,8
приходилось,4,х,h,8
приходилось,5,о,a,8
приходилось,6,д,d',8
приходилось,7,и,i,8
приходилось,8,л,l,8
приходилось,9,о,a,8
приходилось,10,с,s',8
приходилось,11,ь,-,8
приходит,1,п,p,10
приходит,2,р,r',10
приходит,3,и,i,10
приходит,4,х,h,10
приходит,5,о,o,10
приходит,6,д,d',10
приходит,7,и,i,10
приходит,8,т,t,10
приходите,1,п,p,6
приходите,2,р,r',6
приходите,3,и,i,6
приходите,4,х,h,6
приходите,5,о,a,6
приходите,6,д,d',6
приходите,7,и,i,6
приходите,8,т,t',6
приходите,9,е,i,6
приходите,1,п,p,6
приходите,2,р,r',6
приходите,3,и,i,6
приходите,4,х,h,6
приходите,5,о,o,6
приходите,6,д,d',6
приходите,7,и,i,6
приходите,8,т,t',6
приходите,9,е,i,6
приходится,1,п,p,7
приходится,2,р,r',7
приходится,3,и,i,7
приходится,4,х,h,7
приходится,5,о,o,7
приходится,6,д,d',7
приходится,7,и,i,7
приходится,8,т,-,7
приходится,9,с,c,7
приходится,10,я,a,7
приходом,1,п,p,3
приходом,2,р,r',3
приходом,3,и,i,3
приходом,4,х,h,3
приходом,5,о,o,3
приходом,6,д,d,3
приходом,7,о,a,3
приходом,8,м,m,3
приходят,1,п,p,3
приходят,2,р,r',3
приходят,3,и,i,3
приходят,4,х,h,3
приходят,5,о,o,3
приходят,6,д,d',3
приходят,7,я,i,3
приходят,8,т,t,3
причалом,1,п,p,3
причалом,2,р,r',3
причалом,3,и,i,3
причалом,4,ч,ch,3
причалом,5,а,a,3
причалом,6,л,l,3
причалом,7,о,a,3
причалом,8,м,m,3
причесанная,1,п,p,3
причесанная,2,р,r',3
причесанная,3,и,i,3
причесанная,4,ч,ch,3
причесанная,5,е,o,3
причесанная,6,с,s,3
причесанная,7,а,a,3
причесанная,8,н,n,3
причесанная,9,н,-,3
причесанная,10,а,a,3
причесанная,11,я,ja,3
причин,1,п,p,10
причин,2,р,r',10
причин,3,и,i,10
причин,4,ч,ch,10
причин,5,и,i,10
причин,6,н,n,10
причина,1,п,p,22
причина,2,р,r',22
причина,3,и,i,22
причина,4,ч,ch,22
причина,5,и,i,22
причина,6,н,n,22
причина,7,а,a,22
причинило,1,п,p,8
причинило,2,р,r',8
причинило,3,и,i,8
причинило,4,ч,ch,8
причинило,5,и,i,8
причинило,6,н,n',8
причинило,7,и,i,8
причинило,8,л,l,8
причинило,9,о,a,8
причину,1,п,p,16
причину,2,р,r',16
причину,3,и,i,16
причину,4,ч,ch,16
причину,5,и,i,16
причину,6,н,n,16
причину,7,у,u,16
причины,1,п,p,5
причины,2,р,r',5
причины,3,и,i,5
причины,4,ч,ch,5
причины,5,и,i,5
причины,6,н,n,5
причины,7,ы,y,5
пришел,1,п,p,40
пришел,2,р,r',40
пришел,3,и,i,40
пришел,4,ш,sh,40
пришел,5,е,o,40
пришел,6,л,l,40
пришлось,1,п,p,33
пришлось,2,р,r',33
пришлось,3,и,i,33
пришлось,4,ш,sh,33
пришлось,5,л,l,33
пришлось,6,о,o,33
пришлось,7,с,s',33
пришлось,8,ь,-,33
приятелей,1,п,p,3
приятелей,2,р,r',3
приятелей,3,и,i,3
приятелей,4,я,ja,3
приятелей,5,т,t',3
приятелей,6,е,i,3
приятелей,7,л,l',3
приятелей,8,е,i,3
приятелей,9,й,j,3
приятелем,1,п,p,25
приятелем,2,р,r',25
приятелем,3,и,i,25
приятелем,4,я,ja,25
приятелем,5,т,t',25
приятелем,6,е,i,25
приятелем,7,л,l',25
приятелем,8,е,i,25
приятелем,9,м,m,25
приятели,1,п,p,28
приятели,2,р,r',28
приятели,3,и,i,28
приятели,4,я,ja,28
приятели,5,т,t',28
приятели,6,е,i,28
приятели,7,л,l',28
приятели,8,и,i,28
приятель,1,п,p,6
приятель,2,р,r',6
приятель,3,и,i,6
приятель,4,я,ja,6
приятель,5,т,t',6
приятель,6,е,i,6
приятель,7,л,l',6
приятель,8,ь,-,6
приятельницы,1,п,p,3
приятельницы,2,р,r',3
приятельницы,3,и,i,3
приятельницы,4,я,ja,3
приятельницы,5,т,t',3
приятельницы,6,е,i,3
приятельницы,7,л,l',3
приятельницы,8,ь,-,3
приятельницы,9,н,n',3
приятельницы,10,и,i,3
приятельницы,11,ц,c,3
приятельницы,12,ы,y,3
приятеля,1,п,p,22
приятеля,2,р,r',22
приятеля,3,и,i,22
приятеля,4,я,ja,22
приятеля,5,т,t',22
приятеля,6,е,i,22
приятеля,7,л,l',22
приятеля,8,я,a,22
приятнее,1,п,p,6
приятнее,2,р,r',6
приятнее,3,и,i,6
приятнее,4,я,ja,6
приятнее,5,т,t',6
приятнее,6,н,n',6
приятнее,7,е,i,6
приятнее,8,е,ji,6
приятно,1,п,p,75
приятно,2,р,r',75
приятно,3,и,i,75
приятно,4,я,ja,75
приятно,5,т,t,75
приятно,6,н,n,75
приятно,7,о,a,75
приятное,1,п,p,16
приятное,2,р,r',16
приятное,3,и,i,16
приятное,4,я,ja,16
приятное,5,т,t,16
приятное,6,н,n,16
приятное,7,о,a,16
приятное,8,е,i,16
приятной,1,п,p,3
приятной,2,р,r',3
приятной,3,и,i,3
приятной,4,я,ja,3
приятной,5,т,t,3
приятной,6,н,n,3
приятной,7,о,a,3
приятной,8,й,j,3
пробираясь,1,п,p,8
пробираясь,2,р,r,8
пробираясь,3,о,a,8
пробираясь,4,б,b',8
пробираясь,5,и,i,8
пробираясь,6,р,r,8
пробираясь,7,а,a,8
пробираясь,8,я,i,8
пробираясь,9,с,s',8
пробираясь,10,ь,-,8
проваливался,1,п,p,3
проваливался,2,р,r,3
проваливался,3,о,a,3
проваливался,4,в,v,3
проваливался,5,а,a,3
проваливался,6,л,l',3
проваливался,7,и,i,3
проваливался,8,в,v,3
проваливался,9,а,a,3
проваливался,10,л,l,3
проваливался,11,с,s',3
проваливался,12,я,a,3
провалилось,1,п,p,3
провалилось,2,р,r,3
провалилось,3,о,a,3
провалилось,4,в,v,3
провалилось,5,а,a,3
провалилось,6,л,l',3
провалилось,7,и,i,3
провалилось,8,л,l,3
провалилось,9,о,a,3
провалилось,10,с,s',3
провалилось,11,ь,-,3
проведать,1,п,p,3
проведать,2,р,r,3
проведать,3,о,a,3
проведать,4,в,v',3
проведать,5,е,e,3
проведать,6,д,d,3
проведать,7,а,a,3
проведать,8,т,t',3
проведать,9,ь,-,3
провел,1,п,p,11
провел,2,р,r,11
провел,3,о,a,11
провел,4,в,v',11
провел,5,е,o,11
провел,6,л,l,11
проверить,1,п,p,8
проверить,2,р,r,8
проверить,3,о,a,8
проверить,4,в,v',8
проверить,5,е,e,8
проверить,6,р,r',8
проверить,7,и,i,8
проверить,8,т,t',8
проверить,9,ь,-,8
проверки,1,п,p,3
проверки,2,р,r,3
проверки,3,о,a,3
проверки,4,в,v',3
проверки,5,е,e,3
проверки,6,р,r,3
проверки,7,к,k',3
проверки,8,и,i,3
провернуть,1,п,p,3
провернуть,2,р,r,3
провернуть,3,о,a,3
провернуть,4,в,v',3
провернуть,5,е,i,3
провернуть,6,р,r,3
провернуть,7,н,n,3
провернуть,8,у,u,3
провернуть,9,т,t',3
провернуть,10,ь,-,3
проверять,1,п,p,16
проверять,2,р,r,16
проверять,3,о,a,16
проверять,4,в,v',16
проверять,5,е,i,16
проверять,6,р,r',16
проверять,7,я,a,16
проверять,8,т,t',16
проверять,9,ь,-,16
проверяя,1,п,p,16
проверяя,2,р,r,16
проверяя,3,о,a,16
проверяя,4,в,v',16
проверяя,5,е,i,16
проверяя,6,р,r',16
проверяя,7,я,a,16
проверяя,8,я,ja,16
провинциальные,1,п,p,3
провинциальные,2,р,r,3
провинциальные,3,о,a,3
провинциальные,4,в,v',3
провинциальные,5,и,i,3
провинциальные,6,н,n,3
провинциальные,7,ц,c,3
провинциальные,8,и,y,3
провинциальные,9,а,a,3
провинциальные,10,л,l',3
провинциальные,11,ь,-,3
провинциальные,12,н,n,3
провинциальные,13,ы,y,3
провинциальные,14,е,ji,3
провис,1,п,p,7
провис,2,р,r,7
провис,3,о,a,7
провис,4,в,v',7
провис,5,и,i,7
провис,6,с,s,7
провода,1,п,p,3
провода,2,р,r,3
провода,3,о,o,3
провода,4,в,v,3
провода,5,о,a,3
провода,6,д,d,3
провода,7,а,a,3
проводил,1,п,p,3
проводил,2,р,r,3
проводил,3,о,a,3
проводил,4,в,v,3
проводил,5,о,a,3
проводил,6,д,d',3
проводил,7,и,i,3
проводил,8,л,l,3
проводить,1,п,p,28
проводить,2,р,r,28
проводить,3,о,a,28
проводить,4,в,v,28
проводить,5,о,a,28
проводить,6,д,d',28
проводить,7,и,i,28
проводить,8,т,t',28
проводить,9,ь,-,28
проводов,1,п,p,3
проводов,2,р,r,3
проводов,3,о,a,3
проводов,4,в,v,3
проводов,5,о,a,3
проводов,6,д,d,3
проводов,7,о,o,3
проводов,8,в,f,3
провожаете,1,п,p,3
провожаете,2,р,r,3
провожаете,3,о,a,3
провожаете,4,в,v,3
провожаете,5,о,a,3
провожаете,6,ж,zh,3
провожаете,7,а,a,3
провожаете,8,е,ji,3
провожаете,9,т,t',3
провожаете,10,е,i,3
провожать,1,п,p,7
провожать,2,р,r,7
провожать,3,о,a,7
провожать,4,в,v,7
провожать,5,о,a,7
провожать,6,ж,zh,7
провожать,7,а,a,7
провожать,8,т,t',7
провожать,9,ь,-,7
провожают,1,п,p,3
провожают,2,р,r,3
провожают,3,о,a,3
провожают,4,в,v,3
провожают,5,о,a,3
провожают,6,ж,zh,3
провожают,7,а,a,3
провожают,8,ю,ju,3
провожают,9,т,t,3
проворачивать,1,п,p,8
проворачивать,2,р,r,8
проворачивать,3,о,a,8
проворачивать,4,в,v,8
проворачивать,5,о,a,8
проворачивать,6,р,r,8
проворачивать,7,а,a,8
проворачивать,8,ч,ch,8
проворачивать,9,и,i,8
проворачивать,10,в,v,8
проворачивать,11,а,a,8
проворачивать,12,т,t',8
проворачивать,13,ь,-,8
проглотила,1,п,p,8
проглотила,2,р,r,8
проглотила,3,о,a,8
проглотила,4,г,g,8
проглотила,5,л,l,8
проглотила,6,о,a,8
проглотила,7,т,t',8
проглотила,8,и,i,8
проглотила,9,л,l,8
проглотила,10,а,a,8
прогнило,1,п,p,3
прогнило,2,р,r,3
прогнило,3,о,a,3
прогнило,4,г,g,3
прогнило,5,н,n',3
прогнило,6,и,i,3
прогнило,7,л,l,3
прогнило,8,о,a,3
проговорил,1,п,p,11
проговорил,2,р,r,11
проговорил,3,о,a,11
проговорил,4,г,g,11
проговорил,5,о,a,11
проговорил,6,в,v,11
проговорил,7,о,a,11
проговорил,8,р,r',11
проговорил,9,и,i,11
проговорил,10,л,l,11
программу,1,п,p,15
программу,2,р,r,15
программу,3,о,a,15
программу,4,г,g,15
программу,5,р,r,15
программу,6,а,a,15
программу,7,м,m,15
программу,8,м,-,15
программу,9,у,u,15
прогулки,1,п,p,6
прогулки,2,р,r,6
прогулки,3,о,a,6
прогулки,4,г,g,6
прогулки,5,у,u,6
прогулки,6,л,l,6
прогулки,7,к,k',6
прогулки,8,и,i,6
прогулку,1,п,p,3
прогулку,2,р,r,3
прогулку,3,о,a,3
прогулку,4,г,g,3
прогулку,5,у,u,3
прогулку,6,л,l,3
прогулку,7,к,k,3
прогулку,8,у,u,3
продавать,1,п,p,2
продавать,2,р,r,2
продавать,3,о,a,2
продавать,4,д,d,2
продавать,5,а,a,2
продавать,6,в,v,2
продавать,7,а,a,2
продавать,8,т,t',2
продавать,9,ь,-,2
продал,1,п,p,6
продал,2,р,r,6
продал,3,о,o,6
продал,4,д,d,6
продал,5,а,a,6
продал,6,л,l,6
продали,1,п,p,3
продали,2,р,r,3
продали,3,о,o,3
продали,4,д,d,3
продали,5,а,a,3
продали,6,л,l',3
продали,7,и,i,3
продать,1,п,p,8
продать,2,р,r,8
продать,3,о,a,8
продать,4,д,d,8
продать,5,а,a,8
продать,6,т,t',8
продать,7,ь,-,8
продлевается,1,п,p,3
продлевается,2,р,r,3
продлевается,3,о,a,3
продлевается,4,д,d,3
продлевается,5,л,l',3
продлевается,6,е,i,3
продлевается,7,в,v,3
продлевается,8,а,a,3
продлевается,9,е,ji,3
продлевается,10,т,-,3
продлевается,11,с,c,3
продлевается,12,я,a,3
продлил,1,п,p,3
продлил,2,р,r,3
продлил,3,о,a,3
продлил,4,д,d,3
продлил,5,л,l',3
продлил,6,и,i,3
продлил,7,л,l,3
продолжал,1,п,p,28
продолжал,2,р,r,28
продолжал,3,о,a,28
продолжал,4,д,d,28
продолжал,5,о,a,28
продолжал,6,л,l,28
продолжал,7,ж,zh,28
продолжал,8,а,a,28
продолжал,9,л,l,28
продолжала,1,п,p,31
продолжала,2,р,r,31
продолжала,3,о,a,31
продолжала,4,д,d,31
продолжала,5,о,a,31
продолжала,6,л,l,31
продолжала,7,ж,zh,31
продолжала,8,а,a,31
продолжала,9,л,l,31
продолжала,10,а,a,31
продолжали,1,п,p,3
продолжали,2,р,r,3
продолжали,3,о,a,3
продолжали,4,д,d,3
продолжали,5,о,a,3
продолжали,6,л,l,3
продолжали,7,ж,zh,3
продолжали,8,а,a,3
продолжали,9,л,l',3
продолжали,10,и,i,3
продолжались,1,п,p,8
продолжались,2,р,r,8
продолжались,3,о,a,8
продолжались,4,д,d,8
продолжались,5,о,a,8
продолжались,6,л,l,8
продолжались,7,ж,zh,8
продолжались,8,а,a,8
продолжались,9,л,l',8
продолжались,10,и,i,8
продолжались,11,с,s',8
продолжались,12,ь,-,8
продолжало,1,п,p,3
продолжало,2,р,r,3
продолжало,3,о,a,3
продолжало,4,д,d,3
продолжало,5,о,a,3
продолжало,6,л,l,3
продолжало,7,ж,zh,3
продолжало,8,а,a,3
продолжало,9,л,l,3
продолжало,10,о,a,3
продолжалось,1,п,p,3
продолжалось,2,р,r,3
продолжалось,3,о,a,3
продолжалось,4,д,d,3
продолжалось,5,о,a,3
продолжалось,6,л,l,3
продолжалось,7,ж,zh,3
продолжалось,8,а,a,3
продолжалось,9,л,l,3
продолжалось,10,о,a,3
продолжалось,11,с,s',3
продолжалось,12,ь,-,3
продолжают,1,п,p,10
продолжают,2,р,r,10
продолжают,3,о,a,10
продолжают,4,д,d,10
продолжают,5,о,a,10
продолжают,6,л,l,10
продолжают,7,ж,zh,10
продолжают,8,а,a,10
продолжают,9,ю,ju,10
продолжают,10,т,t,10
продолжая,1,п,p,3
продолжая,2,р,r,3
продолжая,3,о,a,3
продолжая,4,д,d,3
продолжая,5,о,a,3
продолжая,6,л,l,3
продолжая,7,ж,zh,3
продолжая,8,а,a,3
продолжая,9,я,ja,3
продуктами,1,п,p,8
продуктами,2,р,r,8
продуктами,3,о,a,8
продуктами,4,д,d,8
продуктами,5,у,u,8
продуктами,6,к,k,8
продуктами,7,т,t,8
продуктами,8,а,a,8
продуктами,9,м,m',8
продуктами,10,и,i,8
продумал,1,п,p,3
продумал,2,р,r,3
продумал,3,о,a,3
продумал,4,д,d,3
продумал,5,у,u,3
продумал,6,м,m,3
продумал,7,а,a,3
продумал,8,л,l,3
продумать,1,п,p,3
продумать,2,р,r,3
продумать,3,о,a,3
продумать,4,д,d,3
продумать,5,у,u,3
продумать,6,м,m,3
продумать,7,а,a,3
продумать,8,т,t',3
продумать,9,ь,-,3
проехали,1,п,p,6
проехали,2,р,r,6
проехали,3,о,a,6
проехали,4,е,je,6
проехали,5,х,h,6
проехали,6,а,a,6
проехали,7,л,l',6
проехали,8,и,i,6
прожились,1,п,p,8
прожились,2,р,r,8
прожились,3,о,a,8
прожились,4,ж,zh,8
прожились,5,и,y,8
прожились,6,л,l',8
прожились,7,и,i,8
прожились,8,с,z',8
прожились,9,ь,-,8
прожить,1,п,p,19
прожить,2,р,r,19
прожить,3,о,a,19
прожить,4,ж,zh,19
прожить,5,и,y,19
прожить,6,т,t',19
прожить,7,ь,-,19
прозвище,1,п,p,48
прозвище,2,р,r,48
прозвище,3,о,o,48
прозвище,4,з,z,48
прозвище,5,в,v',48
прозвище,6,и,i,48
прозвище,7,щ,sc,48
прозвище,8,е,i,48
прозвищем,1,п,p,8
прозвищем,2,р,r,8
прозвищем,3,о,o,8
прозвищем,4,з,z,8
прозвищем,5,в,v',8
прозвищем,6,и,i,8
прозвищем,7,щ,sc,8
прозвищем,8,е,i,8
прозвищем,9,м,m,8
прозорлива,1,п,p,3
прозорлива,2,р,r,3
прозорлива,3,о,a,3
прозорлива,4,з,z,3
прозорлива,5,о,a,3
прозорлива,6,р,r,3
прозорлива,7,л,l',3
прозорлива,8,и,i,3
прозорлива,9,в,v,3
прозорлива,10,а,a,3
произведений,1,п,p,3
произведений,2,р,r,3
произведений,3,о,a,3
произведений,4,и,i,3
произведений,5,з,z,3
произведений,6,в,v',3
произведений,7,е,i,3
произведений,8,д,d',3
произведений,9,е,e,3
произведений,10,н,n',3
произведений,11,и,i,3
произведений,12,й,j,3
произведет,1,п,p,3
произведет,2,р,r,3
произведет,3,о,a,3
произведет,4,и,i,3
произведет,5,з,z,3
произведет,6,в,v',3
произведет,7,е,i,3
произведет,8,д,d',3
произведет,9,е,o,3
произведет,10,т,t,3
производит,1,п,p,3
производит,2,р,r,3
производит,3,о,a,3
производит,4,и,i,3
производит,5,з,z,3
производит,6,в,v,3
производит,7,о,o,3
производит,8,д,d',3
производит,9,и,i,3
производит,10,т,t,3
производства,1,п,p,8
производства,2,р,r,8
производства,3,о,a,8
производства,4,и,i,8
производства,5,з,z,8
производства,6,в,v,8
производства,7,о,o,8
производства,8,д,-,8
производства,9,с,c,8
производства,10,т,t,8
производства,11,в,v,8
производства,12,а,a,8
произвол,1,п,p,3
произвол,2,р,r,3
произвол,3,о,a,3
произвол,4,и,i,3
произвол,5,з,z,3
произвол,6,в,v,3
произвол,7,о,o,3
произвол,8,л,l,3
произнес,1,п,p,13
произнес,2,р,r,13
произнес,3,о,a,13
произнес,4,и,i,13
произнес,5,з,z',13
произнес,6,н,n',13
произнес,7,е,o,13
произнес,8,с,s,13
произносит,1,п,p,10
произносит,2,р,r,10
произносит,3,о,a,10
произносит,4,и,i,10
произносит,5,з,z,10
произносит,6,н,n,10
произносит,7,о,o,10
произносит,8,с,s',10
произносит,9,и,i,10
произносит,10,т,t,10
произношение,1,п,p,8
произношение,2,р,r,8
произношение,3,о,a,8
произношение,4,и,i,8
произношение,5,з,z,8
произношение,6,н,n,8
произношение,7,о,a,8
произношение,8,ш,sh,8
произношение,9,е,e,8
произношение,10,н,n',8
произношение,11,и,i,8
произношение,12,е,ji,8
произошел,1,п,p,3
произошел,2,р,r,3
произошел,3,о,a,3
произошел,4,и,i,3
произошел,5,з,z,3
произошел,6,о,a,3
произошел,7,ш,sh,3
произошел,8,е,o,3
произошел,9,л,l,3
произрастает,1,п,p,3
произрастает,2,р,r,3
произрастает,3,о,a,3
произрастает,4,и,i,3
произрастает,5,з,z,3
произрастает,6,р,r,3
произрастает,7,а,a,3
произрастает,8,с,s,3
произрастает,9,т,t,3
произрастает,10,а,a,3
произрастает,11,е,ji,3
произрастает,12,т,t,3
происходили,1,п,p,3
происходили,2,р,r,3
происходили,3,о,a,3
происходили,4,и,i,3
происходили,5,с,s,3
происходили,6,х,h,3
происходили,7,о,a,3
происходили,8,д,d',3
происходили,9,и,i,3
происходили,10,л,l',3
происходили,11,и,i,3
происходит,1,п,p,26
происходит,2,р,r,26
происходит,3,о,a,26
происходит,4,и,i,26
происходит,5,с,s,26
происходит,6,х,h,26
происходит,7,о,o,26
происходит,8,д,d',26
происходит,9,и,i,26
происходит,10,т,t,26
пройдет,1,п,p,18
пройдет,2,р,r,18
