,word,transcript,freq,corr
5068,"['п', 'р', 'о', 'с', 'ь', 'б', 'а']","['p', 'r', 'o', ""z'"", 'b', 'a']",11,"[('п', 'p'), ('р', 'r'), ('о', 'o'), ('с', ""z'""), ('ь', '-'), ('б', 'b'), ('а', 'a')]"
5069,"['п', 'р', 'о', 'с', 'ь', 'б', 'у']","['p', 'r', 'o', ""z'"", 'b', 'u']",19,"[('п', 'p'), ('р', 'r'), ('о', 'o'), ('с', ""z'""), ('ь', '-'), ('б', 'b'), ('у', 'u')]"
5070,"['п', 'р', 'о', 'с', 'ь', 'б', 'ы']","['p', 'r', 'o', ""z'"", 'b', 'y']",6,"[('п', 'p'), ('р', 'r'), ('о', 'o'), ('с', ""z'""), ('ь', '-'), ('б', 'b'), ('ы', 'y')]"
5071,"['п', 'р', 'о', 'с', 'я', 'н', 'о', 'й']","['p', 'r', 'a', ""s'"", 'i', 'n', 'o', 'j']",8,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('с', ""s'""), ('я', 'i'), ('н', 'n'), ('о', 'o'), ('й', 'j')]"
5072,"['п', 'р', 'о', 'т', 'е', 'к', 'а', 'л', 'а']","['p', 'r', 'a', ""t'"", 'i', 'k', 'a', 'l', 'a']",3,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('т', ""t'""), ('е', 'i'), ('к', 'k'), ('а', 'a'), ('л', 'l'), ('а', 'a')]"
5073,"['п', 'р', 'о', 'т', 'е', 'с', 'т', 'о', 'в', 'а', 'т', 'ь']","['p', 'r', 'a', ""t'"", 'i', 's', 't', 'a', 'v', 'a', ""t'""]",9,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('т', ""t'""), ('е', 'i'), ('с', 's'), ('т', 't'), ('о', 'a'), ('в', 'v'), ('а', 'a'), ('т', ""t'""), ('ь', '-')]"
5074,"['п', 'р', 'о', 'т', 'и', 'в']","['p', 'r', 'o', ""t'"", 'i', 'f']",49,"[('п', 'p'), ('р', 'r'), ('о', 'o'), ('т', ""t'""), ('и', 'i'), ('в', 'f')]"
5075,"['п', 'р', 'о', 'т', 'и', 'в', 'н', 'ы', 'е']","['p', 'r', 'a', ""t'"", 'i', 'v', 'n', 'y', 'j', 'i']",7,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('т', ""t'""), ('и', 'i'), ('в', 'v'), ('н', 'n'), ('ы', 'y'), ('е', 'ji')]"
5076,"['п', 'р', 'о', 'т', 'и', 'в', 'н', 'ы', 'й']","['p', 'r', 'a', ""t'"", 'i', 'v', 'n', 'y', 'j']",8,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('т', ""t'""), ('и', 'i'), ('в', 'v'), ('н', 'n'), ('ы', 'y'), ('й', 'j')]"
5077,"['п', 'р', 'о', 'т', 'и', 'в', 'н', 'ы', 'х']","['p', 'r', 'a', ""t'"", 'i', 'v', 'n', 'y', 'h']",8,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('т', ""t'""), ('и', 'i'), ('в', 'v'), ('н', 'n'), ('ы', 'y'), ('х', 'h')]"
5078,"['п', 'р', 'о', 'т', 'и', 'в', 'о', 'п', 'о', 'л', 'о', 'ж', 'н', 'о', 'г', 'о']","['p', 'r', 'a', ""t'"", 'i', 'v', 'a', 'p', 'a', 'l', 'o', 'zh', 'n', 'a', 'v', 'a']",8,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('т', ""t'""), ('и', 'i'), ('в', 'v'), ('о', 'a'), ('п', 'p'), ('о', 'a'), ('л', 'l'), ('о', 'o'), ('ж', 'zh'), ('н', 'n'), ('о', 'a'), ('г', 'v'), ('о', 'a')]"
5079,"['п', 'р', 'о', 'т', 'и', 'в', 'о', 'п', 'о', 'л', 'о', 'ж', 'н', 'о', 'м']","['p', 'r', 'a', ""t'"", 'i', 'v', 'a', 'p', 'a', 'l', 'o', 'zh', 'n', 'a', 'm']",3,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('т', ""t'""), ('и', 'i'), ('в', 'v'), ('о', 'a'), ('п', 'p'), ('о', 'a'), ('л', 'l'), ('о', 'o'), ('ж', 'zh'), ('н', 'n'), ('о', 'a'), ('м', 'm')]"
5080,"['п', 'р', 'о', 'т', 'я', 'ж', 'н', 'о']","['p', 'r', 'a', ""t'"", 'a', 'zh', 'n', 'a']",3,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('т', ""t'""), ('я', 'a'), ('ж', 'zh'), ('н', 'n'), ('о', 'a')]"
5081,"['п', 'р', 'о', 'т', 'я', 'н', 'у', 'т', 'о', 'й']","['p', 'r', 'a', ""t'"", 'a', 'n', 'u', 't', 'a', 'j']",8,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('т', ""t'""), ('я', 'a'), ('н', 'n'), ('у', 'u'), ('т', 't'), ('о', 'a'), ('й', 'j')]"
5083,"['п', 'р', 'о', 'ф', 'е', 'с', 'с', 'и', 'и']","['p', 'r', 'a', ""f'"", 'e', ""s'"", 'i', 'i']",3,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('ф', ""f'""), ('е', 'e'), ('с', ""s'""), ('с', '-'), ('и', 'i'), ('и', 'i')]"
5084,"['п', 'р', 'о', 'ф', 'е', 'с', 'с', 'и', 'я']","['p', 'r', 'a', ""f'"", 'e', ""s'"", 'i', 'j', 'a']",3,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('ф', ""f'""), ('е', 'e'), ('с', ""s'""), ('с', '-'), ('и', 'i'), ('я', 'ja')]"
5085,"['п', 'р', 'о', 'ф', 'е', 'с', 'с', 'о', 'р']","['p', 'r', 'a', ""f'"", 'e', 's', 'a', 'r']",20,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('ф', ""f'""), ('е', 'e'), ('с', 's'), ('с', '-'), ('о', 'a'), ('р', 'r')]"
5086,"['п', 'р', 'о', 'ф', 'е', 'с', 'с', 'о', 'р', 'а']","['p', 'r', 'a', ""f'"", 'e', 's', 'a', 'r', 'a']",6,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('ф', ""f'""), ('е', 'e'), ('с', 's'), ('с', '-'), ('о', 'a'), ('р', 'r'), ('а', 'a')]"
5087,"['п', 'р', 'о', 'ф', 'к', 'о', 'м', 'е']","['p', 'r', 'a', 'f', 'k', 'o', ""m'"", 'i']",8,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('ф', 'f'), ('к', 'k'), ('о', 'o'), ('м', ""m'""), ('е', 'i')]"
5088,"['п', 'р', 'о', 'ф', 'с', 'о', 'ю', 'з', 'н', 'о', 'й']","['p', 'r', 'a', 'f', 's', 'a', 'j', 'u', 'z', 'n', 'a', 'j']",16,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('ф', 'f'), ('с', 's'), ('о', 'a'), ('ю', 'ju'), ('з', 'z'), ('н', 'n'), ('о', 'a'), ('й', 'j')]"
5089,"['п', 'р', 'о', 'х', 'л', 'а', 'д', 'н', 'о']","['p', 'r', 'a', 'h', 'l', 'a', 'd', 'n', 'a']",8,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('х', 'h'), ('л', 'l'), ('а', 'a'), ('д', 'd'), ('н', 'n'), ('о', 'a')]"
5090,"['п', 'р', 'о', 'х', 'л', 'а', 'д', 'н', 'о', 'й']","['p', 'r', 'a', 'h', 'l', 'a', 'd', 'n', 'a', 'j']",7,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('х', 'h'), ('л', 'l'), ('а', 'a'), ('д', 'd'), ('н', 'n'), ('о', 'a'), ('й', 'j')]"
5091,"['п', 'р', 'о', 'х', 'л', 'а', 'д', 'н', 'ы', 'е']","['p', 'r', 'a', 'h', 'l', 'a', 'd', 'n', 'y', 'i']",8,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('х', 'h'), ('л', 'l'), ('а', 'a'), ('д', 'd'), ('н', 'n'), ('ы', 'y'), ('е', 'i')]"
5092,"['п', 'р', 'о', 'х', 'о', 'д', 'и', 'т']","['p', 'r', 'a', 'h', 'o', ""d'"", 'i', 't']",18,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('х', 'h'), ('о', 'o'), ('д', ""d'""), ('и', 'i'), ('т', 't')]"
5093,"['п', 'р', 'о', 'х', 'о', 'д', 'н', 'о', 'й']","['p', 'r', 'a', 'h', 'a', 'd', 'n', 'o', 'j']",3,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('х', 'h'), ('о', 'a'), ('д', 'd'), ('н', 'n'), ('о', 'o'), ('й', 'j')]"
5094,"['п', 'р', 'о', 'х', 'о', 'д', 'н', 'у', 'ю']","['p', 'r', 'a', 'h', 'a', 'd', 'n', 'u', 'j', 'u']",3,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('х', 'h'), ('о', 'a'), ('д', 'd'), ('н', 'n'), ('у', 'u'), ('ю', 'ju')]"
5095,"['п', 'р', 'о', 'х', 'о', 'д', 'я', 'т']","['p', 'r', 'a', 'h', 'o', ""d'"", 'i', 't']",6,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('х', 'h'), ('о', 'o'), ('д', ""d'""), ('я', 'i'), ('т', 't')]"
5096,"['п', 'р', 'о', 'х', 'о', 'ж', 'и', 'х']","['p', 'r', 'a', 'h', 'o', 'zh', 'y', 'h']",3,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('х', 'h'), ('о', 'o'), ('ж', 'zh'), ('и', 'y'), ('х', 'h')]"
5097,"['п', 'р', 'о', 'ц', 'в', 'е', 'т', 'а', 'л']","['p', 'r', 'a', 'c', ""v'"", 'i', 't', 'a', 'l']",8,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('ц', 'c'), ('в', ""v'""), ('е', 'i'), ('т', 't'), ('а', 'a'), ('л', 'l')]"
5098,"['п', 'р', 'о', 'ц', 'е', 'с', 'с']","['p', 'r', 'a', 'c', 'e', 's']",13,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('ц', 'c'), ('е', 'e'), ('с', 's'), ('с', '-')]"
5099,"['п', 'р', 'о', 'ч', 'е', 'г', 'о']","['p', 'r', 'o', 'ch', 'i', 'v', 'a']",1,"[('п', 'p'), ('р', 'r'), ('о', 'o'), ('ч', 'ch'), ('е', 'i'), ('г', 'v'), ('о', 'a')]"
5100,"['п', 'р', 'о', 'ч', 'и', 'м']","['p', 'r', 'o', 'ch', 'i', 'm']",12,"[('п', 'p'), ('р', 'r'), ('о', 'o'), ('ч', 'ch'), ('и', 'i'), ('м', 'm')]"
5101,"['п', 'р', 'о', 'ч', 'и', 'т', 'а', 'л']","['p', 'r', 'a', 'ch', 'i', 't', 'a', 'l']",11,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('ч', 'ch'), ('и', 'i'), ('т', 't'), ('а', 'a'), ('л', 'l')]"
5102,"['п', 'р', 'о', 'ч', 'и', 'т', 'а', 'т', 'ь']","['p', 'r', 'a', 'ch', 'i', 't', 'a', ""t'""]",8,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('ч', 'ch'), ('и', 'i'), ('т', 't'), ('а', 'a'), ('т', ""t'""), ('ь', '-')]"
5103,"['п', 'р', 'о', 'ч', 'н', 'о', 'й']","['p', 'r', 'o', 'ch', 'n', 'a', 'j']",8,"[('п', 'p'), ('р', 'r'), ('о', 'o'), ('ч', 'ch'), ('н', 'n'), ('о', 'a'), ('й', 'j')]"
5104,"['п', 'р', 'о', 'ч', 'н', 'ы', 'м']","['p', 'r', 'o', 'ch', 'n', 'y', 'm']",8,"[('п', 'p'), ('р', 'r'), ('о', 'o'), ('ч', 'ch'), ('н', 'n'), ('ы', 'y'), ('м', 'm')]"
5105,"['п', 'р', 'о', 'ч', 'ь']","['p', 'r', 'o', 'ch']",3,"[('п', 'p'), ('р', 'r'), ('о', 'o'), ('ч', 'ch'), ('ь', '-')]"
5106,"['п', 'р', 'о', 'ш', 'е', 'л']","['p', 'r', 'a', 'sh', 'o', 'l']",4,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('ш', 'sh'), ('е', 'o'), ('л', 'l')]"
5107,"['п', 'р', 'о', 'ш', 'е', 'п', 'т', 'а', 'л']","['p', 'r', 'a', 'sh', 'y', 'p', 't', 'a', 'l']",9,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('ш', 'sh'), ('е', 'y'), ('п', 'p'), ('т', 't'), ('а', 'a'), ('л', 'l')]"
5108,"['п', 'р', 'о', 'ш', 'л', 'о', 'е']","['p', 'r', 'o', 'sh', 'l', 'a', 'j', 'i']",3,"[('п', 'p'), ('р', 'r'), ('о', 'o'), ('ш', 'sh'), ('л', 'l'), ('о', 'a'), ('е', 'ji')]"
5109,"['п', 'р', 'о', 'ш', 'л', 'о', 'м']","['p', 'r', 'o', 'sh', 'l', 'a', 'm']",3,"[('п', 'p'), ('р', 'r'), ('о', 'o'), ('ш', 'sh'), ('л', 'l'), ('о', 'a'), ('м', 'm')]"
5110,"['п', 'р', 'о', 'ш', 'л', 'ы', 'й']","['p', 'r', 'o', 'sh', 'l', 'y', 'j']",3,"[('п', 'p'), ('р', 'r'), ('о', 'o'), ('ш', 'sh'), ('л', 'l'), ('ы', 'y'), ('й', 'j')]"
5111,"['п', 'р', 'о', 'щ', 'а', 'е', 'ш', 'ь']","['p', 'r', 'a', 'sc', 'a', 'j', 'i', 'sh']",3,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('щ', 'sc'), ('а', 'a'), ('е', 'ji'), ('ш', 'sh'), ('ь', '-')]"
5112,"['п', 'р', 'о', 'щ', 'а', 'л', 'о', 'с', 'ь']","['p', 'r', 'a', 'sc', 'a', 'l', 'a', ""s'""]",3,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('щ', 'sc'), ('а', 'a'), ('л', 'l'), ('о', 'a'), ('с', ""s'""), ('ь', '-')]"
5113,"['п', 'р', 'о', 'щ', 'а', 'н', 'и', 'е']","['p', 'r', 'a', 'sc', 'a', ""n'"", 'i', 'j', 'i']",3,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('щ', 'sc'), ('а', 'a'), ('н', ""n'""), ('и', 'i'), ('е', 'ji')]"
5114,"['п', 'р', 'о', 'щ', 'а', 'н', 'и', 'я']","['p', 'r', 'a', 'sc', 'a', ""n'"", 'i', 'j', 'a']",1,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('щ', 'sc'), ('а', 'a'), ('н', ""n'""), ('и', 'i'), ('я', 'ja')]"
5115,"['п', 'р', 'о', 'щ', 'а', 'т', 'ь']","['p', 'r', 'a', 'sc', 'a', ""t'""]",11,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('щ', 'sc'), ('а', 'a'), ('т', ""t'""), ('ь', '-')]"
5116,"['п', 'р', 'о', 'щ', 'е', 'н', 'и', 'е']","['p', 'r', 'a', 'sc', 'e', ""n'"", 'i', 'i']",8,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('щ', 'sc'), ('е', 'e'), ('н', ""n'""), ('и', 'i'), ('е', 'i')]"
5117,"['п', 'р', 'о', 'щ', 'е', 'н', 'и', 'я']","['p', 'r', 'a', 'sc', 'e', ""n'"", 'i', 'j', 'a']",8,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('щ', 'sc'), ('е', 'e'), ('н', ""n'""), ('и', 'i'), ('я', 'ja')]"
5118,"['п', 'р', 'о', 'я', 'в', 'л', 'я', 'л']","['p', 'r', 'a', 'i', 'v', ""l'"", 'a', 'l']",11,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('я', 'i'), ('в', 'v'), ('л', ""l'""), ('я', 'a'), ('л', 'l')]"
5119,"['п', 'р', 'о', 'я', 'в', 'л', 'я', 'л', 'а']","['p', 'r', 'a', 'i', 'v', ""l'"", 'a', 'l', 'a']",8,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('я', 'i'), ('в', 'v'), ('л', ""l'""), ('я', 'a'), ('л', 'l'), ('а', 'a')]"
5120,"['п', 'р', 'о', 'я', 'в', 'л', 'я', 'т', 'ь']","['p', 'r', 'a', 'i', 'v', ""l'"", 'a', ""t'""]",16,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('я', 'i'), ('в', 'v'), ('л', ""l'""), ('я', 'a'), ('т', ""t'""), ('ь', '-')]"
5121,"['п', 'р', 'о', 'я', 'в', 'л', 'я', 'ю', 'т']","['p', 'r', 'a', 'j', 'i', 'v', ""l'"", 'a', 'j', 'u', 't']",8,"[('п', 'p'), ('р', 'r'), ('о', 'a'), ('я', 'ji'), ('в', 'v'), ('л', ""l'""), ('я', 'a'), ('ю', 'ju'), ('т', 't')]"
5122,"['п', 'р', 'у', 'т', 'ь', 'е', 'в']","['p', 'r', 'u', ""t'"", 'j', 'i', 'f']",8,"[('п', 'p'), ('р', 'r'), ('у', 'u'), ('т', ""t'""), ('ь', '-'), ('е', 'ji'), ('в', 'f')]"
5123,"['п', 'р', 'ы', 'ж', 'к', 'а', 'м', 'и']","['p', 'r', 'y', 'sh', 'k', 'a', ""m'"", 'i']",8,"[('п', 'p'), ('р', 'r'), ('ы', 'y'), ('ж', 'sh'), ('к', 'k'), ('а', 'a'), ('м', ""m'""), ('и', 'i')]"
5124,"['п', 'р', 'я', 'м', 'а', 'я']","['p', ""r'"", 'i', 'm', 'a', 'j', 'a']",11,"[('п', 'p'), ('р', ""r'""), ('я', 'i'), ('м', 'm'), ('а', 'a'), ('я', 'ja')]"
5125,"['п', 'р', 'я', 'м', 'о']","['p', ""r'"", 'a', 'm', 'a']",84,"[('п', 'p'), ('р', ""r'""), ('я', 'a'), ('м', 'm'), ('о', 'a')]"
5126,"['п', 'р', 'я', 'м', 'о', 'т', 'а', 'к', 'и']","['p', ""r'"", 'a', 'm', 'a', 't', 'a', ""k'"", 'i']",8,"[('п', 'p'), ('р', ""r'""), ('я', 'a'), ('м', 'm'), ('о', 'a'), ('т', 't'), ('а', 'a'), ('к', ""k'""), ('и', 'i')]"
5127,"['п', 'р', 'я', 'м', 'о', 'л', 'и', 'н', 'е', 'й', 'н', 'о']","['p', ""r'"", 'i', 'm', 'a', ""l'"", 'i', ""n'"", 'e', 'j', 'n', 'a']",3,"[('п', 'p'), ('р', ""r'""), ('я', 'i'), ('м', 'm'), ('о', 'a'), ('л', ""l'""), ('и', 'i'), ('н', ""n'""), ('е', 'e'), ('й', 'j'), ('н', 'n'), ('о', 'a')]"
5128,"['п', 'р', 'я', 'м', 'о', 'м', 'у']","['p', ""r'"", 'i', 'm', 'o', 'm', 'u']",7,"[('п', 'p'), ('р', ""r'""), ('я', 'i'), ('м', 'm'), ('о', 'o'), ('м', 'm'), ('у', 'u')]"
5129,"['п', 'р', 'я', 'т', 'а', 'л', 'а', 'с', 'ь']","['p', ""r'"", 'a', 't', 'a', 'l', 'a', ""s'""]",3,"[('п', 'p'), ('р', ""r'""), ('я', 'a'), ('т', 't'), ('а', 'a'), ('л', 'l'), ('а', 'a'), ('с', ""s'""), ('ь', '-')]"
5130,"['п', 'с', 'и', 'х', 'о', 'л', 'о', 'г']","['p', ""s'"", 'i', 'h', 'o', 'l', 'a', 'k']",8,"[('п', 'p'), ('с', ""s'""), ('и', 'i'), ('х', 'h'), ('о', 'o'), ('л', 'l'), ('о', 'a'), ('г', 'k')]"
5131,"['п', 'с', 'и', 'х', 'о', 'т', 'е', 'р', 'а', 'п', 'и', 'я']","['p', ""s'"", 'i', 'h', 'a', ""t'"", 'i', 'r', 'a', ""p'"", 'i', 'j', 'a']",8,"[('п', 'p'), ('с', ""s'""), ('и', 'i'), ('х', 'h'), ('о', 'a'), ('т', ""t'""), ('е', 'i'), ('р', 'r'), ('а', 'a'), ('п', ""p'""), ('и', 'i'), ('я', 'ja')]"
5132,"['п', 'у', 'б', 'л', 'и', 'к', 'а']","['p', 'u', 'b', ""l'"", 'i', 'k', 'a']",6,"[('п', 'p'), ('у', 'u'), ('б', 'b'), ('л', ""l'""), ('и', 'i'), ('к', 'k'), ('а', 'a')]"
5133,"['п', 'у', 'г', 'а', 'й', 'с', 'я']","['p', 'u', 'g', 'a', 'j', ""s'"", 'a']",3,"[('п', 'p'), ('у', 'u'), ('г', 'g'), ('а', 'a'), ('й', 'j'), ('с', ""s'""), ('я', 'a')]"
5134,"['п', 'у', 'з', 'ы', 'р', 'ь', 'к', 'о', 'м']","['p', 'u', 'z', 'y', ""r'"", 'k', 'o', 'm']",3,"[('п', 'p'), ('у', 'u'), ('з', 'z'), ('ы', 'y'), ('р', ""r'""), ('ь', '-'), ('к', 'k'), ('о', 'o'), ('м', 'm')]"
5135,"['п', 'у', 'п', 'ы', 'р', 'ы', 'ш', 'к', 'а', 'х']","['p', 'u', 'p', 'y', 'r', 'y', 'sh', 'k', 'a', 'h']",8,"[('п', 'p'), ('у', 'u'), ('п', 'p'), ('ы', 'y'), ('р', 'r'), ('ы', 'y'), ('ш', 'sh'), ('к', 'k'), ('а', 'a'), ('х', 'h')]"
5136,"['п', 'у', 'с', 'к', 'а', 'й']","['p', 'u', 's', 'k', 'a', 'j']",16,"[('п', 'p'), ('у', 'u'), ('с', 's'), ('к', 'k'), ('а', 'a'), ('й', 'j')]"
5137,"['п', 'у', 'с', 'к', 'а', 'л', 'с', 'я']","['p', 'u', 's', 'k', 'a', 'l', ""s'"", 'i']",8,"[('п', 'p'), ('у', 'u'), ('с', 's'), ('к', 'k'), ('а', 'a'), ('л', 'l'), ('с', ""s'""), ('я', 'i')]"
5138,"['п', 'у', 'с', 'т', 'и', 'т', 'ь']","['p', 'u', ""s'"", ""t'"", 'i', ""t'""]",8,"[('п', 'p'), ('у', 'u'), ('с', ""s'""), ('т', ""t'""), ('и', 'i'), ('т', ""t'""), ('ь', '-')]"
5139,"['п', 'у', 'с', 'т', 'о', 'в', 'а', 'л', 'а']","['p', 'u', 's', 't', 'a', 'v', 'a', 'l', 'a']",3,"[('п', 'p'), ('у', 'u'), ('с', 's'), ('т', 't'), ('о', 'a'), ('в', 'v'), ('а', 'a'), ('л', 'l'), ('а', 'a')]"
5140,"['п', 'у', 'с', 'т', 'о', 'е']","['p', 'u', 's', 't', 'o', 'j', 'i']",3,"[('п', 'p'), ('у', 'u'), ('с', 's'), ('т', 't'), ('о', 'o'), ('е', 'ji')]"
5141,"['п', 'у', 'с', 'т', 'о', 'м']","['p', 'u', 's', 't', 'o', 'm']",1,"[('п', 'p'), ('у', 'u'), ('с', 's'), ('т', 't'), ('о', 'o'), ('м', 'm')]"
5142,"['п', 'у', 'с', 'т', 'о', 'м', 'у']","['p', 'u', 's', 't', 'o', 'm', 'u']",8,"[('п', 'p'), ('у', 'u'), ('с', 's'), ('т', 't'), ('о', 'o'), ('м', 'm'), ('у', 'u')]"
5143,"['п', 'у', 'с', 'т', 'ы', 'х']","['p', 'u', 's', 't', 'y', 'h']",3,"[('п', 'p'), ('у', 'u'), ('с', 's'), ('т', 't'), ('ы', 'y'), ('х', 'h')]"
5144,"['п', 'у', 'с', 'т', 'ь']","['p', 'u', ""s'"", ""t'""]",38,"[('п', 'p'), ('у', 'u'), ('с', ""s'""), ('т', ""t'""), ('ь', '-')]"
5145,"['п', 'у', 'с', 'т', 'я', 'к', 'а', 'м']","['p', 'u', ""s'"", ""t'"", 'i', 'k', 'a', 'm']",3,"[('п', 'p'), ('у', 'u'), ('с', ""s'""), ('т', ""t'""), ('я', 'i'), ('к', 'k'), ('а', 'a'), ('м', 'm')]"
5146,"['п', 'у', 'т', 'а', 'е', 'т']","['p', 'u', 't', 'a', 'i', 't']",8,"[('п', 'p'), ('у', 'u'), ('т', 't'), ('а', 'a'), ('е', 'i'), ('т', 't')]"
5147,"['п', 'у', 'т', 'а', 'н', 'и', 'ц', 'ы']","['p', 'u', 't', 'a', ""n'"", 'i', 'c', 'y']",3,"[('п', 'p'), ('у', 'u'), ('т', 't'), ('а', 'a'), ('н', ""n'""), ('и', 'i'), ('ц', 'c'), ('ы', 'y')]"
5148,"['п', 'у', 'т', 'е', 'в', 'к', 'и']","['p', 'u', ""t'"", 'o', 'f', ""k'"", 'i']",11,"[('п', 'p'), ('у', 'u'), ('т', ""t'""), ('е', 'o'), ('в', 'f'), ('к', ""k'""), ('и', 'i')]"
5149,"['п', 'у', 'т', 'е', 'й']","['p', 'u', ""t'"", 'e', 'j']",6,"[('п', 'p'), ('у', 'u'), ('т', ""t'""), ('е', 'e'), ('й', 'j')]"
5150,"['п', 'у', 'т', 'е', 'й', 'ц', 'е', 'м']","['p', 'u', ""t'"", 'e', 'j', 'c', 'y', 'm']",3,"[('п', 'p'), ('у', 'u'), ('т', ""t'""), ('е', 'e'), ('й', 'j'), ('ц', 'c'), ('е', 'y'), ('м', 'm')]"
5151,"['п', 'у', 'т', 'н', 'о', 'г', 'о']","['p', 'u', 't', 'n', 'a', 'v', 'a']",8,"[('п', 'p'), ('у', 'u'), ('т', 't'), ('н', 'n'), ('о', 'a'), ('г', 'v'), ('о', 'a')]"
5152,"['п', 'у', 'т', 'ь']","['p', 'u', ""t'""]",3,"[('п', 'p'), ('у', 'u'), ('т', ""t'""), ('ь', '-')]"
5153,"['п', 'у', 'т', 'я', 'м']","['p', 'u', ""t'"", 'a', 'm']",5,"[('п', 'p'), ('у', 'u'), ('т', ""t'""), ('я', 'a'), ('м', 'm')]"
5154,"['п', 'у', 'т', 'я', 'м', 'и']","['p', 'u', ""t'"", 'a', ""m'"", 'i']",3,"[('п', 'p'), ('у', 'u'), ('т', ""t'""), ('я', 'a'), ('м', ""m'""), ('и', 'i')]"
5155,"['п', 'у', 'ч', 'к', 'о', 'м']","['p', 'u', 'ch', 'k', 'o', 'm']",8,"[('п', 'p'), ('у', 'u'), ('ч', 'ch'), ('к', 'k'), ('о', 'o'), ('м', 'm')]"
5156,"['п', 'у', 'ш', 'к', 'и', 'н', 'а']","['p', 'u', 'sh', ""k'"", 'i', 'n', 'a']",6,"[('п', 'p'), ('у', 'u'), ('ш', 'sh'), ('к', ""k'""), ('и', 'i'), ('н', 'n'), ('а', 'a')]"
5157,"['п', 'ы', 'л', 'ь']","['p', 'y', ""l'""]",9,"[('п', 'p'), ('ы', 'y'), ('л', ""l'""), ('ь', '-')]"
5158,"['п', 'ы', 'л', 'ь', 'н', 'ы', 'й']","['p', 'y', ""l'"", 'n', 'y', 'j']",3,"[('п', 'p'), ('ы', 'y'), ('л', ""l'""), ('ь', '-'), ('н', 'n'), ('ы', 'y'), ('й', 'j')]"
5159,"['п', 'ы', 'т', 'а', 'е', 'т', 'с', 'я']","['p', 'y', 't', 'a', 'j', 'i', 'c', 'a']",3,"[('п', 'p'), ('ы', 'y'), ('т', 't'), ('а', 'a'), ('е', 'ji'), ('т', '-'), ('с', 'c'), ('я', 'a')]"
5160,"['п', 'ы', 'т', 'а', 'л', 'с', 'я']","['p', 'y', 't', 'a', 'l', ""s'"", 'i']",14,"[('п', 'p'), ('ы', 'y'), ('т', 't'), ('а', 'a'), ('л', 'l'), ('с', ""s'""), ('я', 'i')]"
5161,"['п', 'ь', 'ё', 'м']","[""p'"", 'j', 'o', 'm']",3,"[('п', ""p'""), ('ь', '-'), ('ё', 'jo'), ('м', 'm')]"
5162,"['п', 'ь', 'е', 'с', 'а', 'м', 'и']","[""p'"", 'j', 'e', 's', 'a', ""m'"", 'i']",3,"[('п', ""p'""), ('ь', '-'), ('е', 'je'), ('с', 's'), ('а', 'a'), ('м', ""m'""), ('и', 'i')]"
5163,"['п', 'ь', 'е', 'с', 'а', 'х']","[""p'"", 'j', 'e', 's', 'a', 'h']",3,"[('п', ""p'""), ('ь', '-'), ('е', 'je'), ('с', 's'), ('а', 'a'), ('х', 'h')]"
